,original,image,size,label
7087,/Volumes/New Volume/malware-detection-dataset/benign/aspnet_regiis.exe,./data/benign/d1E4EB5f0B7E5Fda.png,36288,0
7088,/Volumes/New Volume/malware-detection-dataset/benign/aspnet_regbrowsers.exe,./data/benign/E05D91ED7CdF21E6.png,24576,0
7089,/Volumes/New Volume/malware-detection-dataset/benign/aspnet_regsql.exe,./data/benign/EbEEEDd6BAe578b6.png,106496,0
7090,/Volumes/New Volume/malware-detection-dataset/benign/CasPol.exe,./data/benign/7C8bdCC94e0AdFa0.png,31232,0
7091,/Volumes/New Volume/malware-detection-dataset/benign/aspnet_wp.exe,./data/benign/Ace0C60Fd5D29fb5.png,41000,0
7092,/Volumes/New Volume/malware-detection-dataset/benign/aspnet_state.exe,./data/benign/2cAE1e36AdE6Ceb0.png,48488,0
7093,/Volumes/New Volume/malware-detection-dataset/benign/cvtres.exe,./data/benign/141efCFBcCA05Bd4.png,48080,0
7094,/Volumes/New Volume/malware-detection-dataset/benign/dw20.exe,./data/benign/3AEeF77eb23AcAA1.png,36264,0
7095,/Volumes/New Volume/malware-detection-dataset/benign/IEExec.exe,./data/benign/aF2aBD43E9a88B8d.png,9728,0
7096,/Volumes/New Volume/malware-detection-dataset/benign/ilasm.exe,./data/benign/d8329BbBfF6AD6BA.png,288256,0
7097,/Volumes/New Volume/malware-detection-dataset/benign/mscorsvw.exe,./data/benign/326665A50FE1EC90.png,125872,0
7098,/Volumes/New Volume/malware-detection-dataset/benign/InstallUtil.exe,./data/benign/d7d90F55FeCb3a4c.png,8704,0
7099,/Volumes/New Volume/malware-detection-dataset/benign/jsc.exe,./data/benign/a8fBB099129F06A0.png,47584,0
7100,/Volumes/New Volume/malware-detection-dataset/benign/ngen.exe,./data/benign/B7bBB16b4AEF8a23.png,144344,0
7101,/Volumes/New Volume/malware-detection-dataset/benign/RegAsm.exe,./data/benign/7b52e08cC81adAde.png,53248,0
7102,/Volumes/New Volume/malware-detection-dataset/benign/RegSvcs.exe,./data/benign/60d75f9551AccEeD.png,45984,0
7103,/Volumes/New Volume/malware-detection-dataset/benign/vbc.exe,./data/benign/9A69c6ae9e473CAf.png,61400,0
7104,/Volumes/New Volume/malware-detection-dataset/benign/ServiceModelReg.exe,./data/benign/AAf906D4ABA4ad05.png,248912,0
7105,/Volumes/New Volume/malware-detection-dataset/benign/SMConfigInstaller.exe,./data/benign/8389c56F28E0EDcE.png,181376,0
7106,/Volumes/New Volume/malware-detection-dataset/benign/XamlViewer_v0300.exe,./data/benign/472D6fB6De4Cf68d.png,25488,0
7107,/Volumes/New Volume/malware-detection-dataset/benign/AddInProcess.exe,./data/benign/D14DdfDFE0F8AAdc.png,42096,0
7108,/Volumes/New Volume/malware-detection-dataset/benign/EdmGen.exe,./data/benign/f2dfC7e8F857Ce66.png,95304,0
7109,/Volumes/New Volume/malware-detection-dataset/benign/AddInUtil.exe,./data/benign/cAbaAB50dADffcdE.png,42072,0
7110,/Volumes/New Volume/malware-detection-dataset/benign/DataSvcUtil.exe,./data/benign/eD7BffD590C63EFc.png,74840,0
7111,/Volumes/New Volume/malware-detection-dataset/benign/ngentask.exe,./data/benign/ce9b5EAD15Db4d39.png,79816,0
7112,/Volumes/New Volume/malware-detection-dataset/benign/WFServicesReg.exe,./data/benign/cf9627ADe6c9fFc1.png,200288,0
7113,/Volumes/New Volume/malware-detection-dataset/benign/AddInProcess32.exe,./data/benign/E79e8bD762ccc7da.png,43008,0
7114,/Volumes/New Volume/malware-detection-dataset/benign/tar.exe,./data/benign/aBfa67f9F9bEb28b.png,240640,0
7115,/Volumes/New Volume/malware-detection-dataset/benign/Ldr64.exe,./data/benign/5Ec7Ce6E9d37Cfe6.png,75432,0
7116,/Volumes/New Volume/malware-detection-dataset/benign/TrustedInstaller.exe,./data/benign/4D88DBbfF9DFB3EA.png,6915,0
7117,/Volumes/New Volume/malware-detection-dataset/benign/PrintDialog.exe,./data/benign/0a2f9A2C8A4Db9a9.png,7722,0
7118,/Volumes/New Volume/malware-detection-dataset/benign/environmentsapp.exe,./data/benign/74aC83bFeFBd6c5b.png,1726,0
7119,/Volumes/New Volume/malware-detection-dataset/benign/hvc.exe,./data/benign/0fB7Fd2cC93A2Fbb.png,6075,0
7120,/Volumes/New Volume/malware-detection-dataset/benign/hcsdiag.exe,./data/benign/f28CE58ADDdd44bb.png,5748,0
7121,/Volumes/New Volume/malware-detection-dataset/benign/cexecsvc.exe,./data/benign/57FbeEd4EdA0d4dF.png,89726,0
7122,/Volumes/New Volume/malware-detection-dataset/benign/clipdls.exe,./data/benign/FEdDaAEe55adb2Db.png,78992,0
7123,/Volumes/New Volume/malware-detection-dataset/benign/vmcomputeagent.exe,./data/benign/FBd11079fDaE8Ee4.png,413729,0
7124,/Volumes/New Volume/malware-detection-dataset/benign/clipup.exe,./data/benign/fDf358BF89F5c7C7.png,473494,0
7125,/Volumes/New Volume/malware-detection-dataset/benign/licensingdiag.exe,./data/benign/A5620Fca91007Eef.png,14296,0
7126,/Volumes/New Volume/malware-detection-dataset/benign/cliprenew.exe,./data/benign/BbBE08eEF7336a7A.png,15792,0
7127,/Volumes/New Volume/malware-detection-dataset/benign/hnsdiag.exe,./data/benign/32eC6b9f1f94262A.png,3318,0
7128,/Volumes/New Volume/malware-detection-dataset/benign/passthrough.exe,./data/benign/87FC4C0ccc61BdA9.png,8405,0
7129,/Volumes/New Volume/malware-detection-dataset/benign/cloudexperiencehostbroker.exe,./data/benign/d9e7E5DAeAFf88AF.png,4927,0
7130,/Volumes/New Volume/malware-detection-dataset/benign/nvspinfo.exe,./data/benign/bb10A9aB5f737E69.png,6275,0
7131,/Volumes/New Volume/malware-detection-dataset/benign/gamebarpresencewriter.exe,./data/benign/36Fb4ccDEB57cb92.png,8697,0
7132,/Volumes/New Volume/malware-detection-dataset/benign/conhost.exe,./data/benign/f455b51DDc764Ec5.png,52264,0
7133,/Volumes/New Volume/malware-detection-dataset/benign/directxdatabaseupdater.exe,./data/benign/a4bA96Ab9cf7caCc.png,5752,0
7134,/Volumes/New Volume/malware-detection-dataset/benign/edpcleanup.exe,./data/benign/311aF7eb1fe5c13a.png,5777,0
7135,/Volumes/New Volume/malware-detection-dataset/benign/securekernel.exe,./data/benign/3BeD70214ab80E1f.png,16263,0
7136,/Volumes/New Volume/malware-detection-dataset/benign/oobeldr.exe,./data/benign/ba5f72e4e7F4Fc62.png,1751,0
7137,/Volumes/New Volume/malware-detection-dataset/benign/windeploy.exe,./data/benign/a5aa3Df00dFaAdce.png,6685,0
7138,/Volumes/New Volume/malware-detection-dataset/benign/speechruntime.exe,./data/benign/d2a8112f5eF1a81e.png,16173,0
7139,/Volumes/New Volume/malware-detection-dataset/benign/icsentitlementhost.exe,./data/benign/df92dBAA8EC6e0D3.png,174,0
7140,/Volumes/New Volume/malware-detection-dataset/benign/drvinst.exe,./data/benign/88dAb971a5f27168.png,5073,0
7141,/Volumes/New Volume/malware-detection-dataset/benign/microsoftwebdriver.exe,./data/benign/1b285F97FdD51Df6.png,12684,0
7142,/Volumes/New Volume/malware-detection-dataset/benign/uwfmgr.exe,./data/benign/fdD2EB300d919A0d.png,15103,0
7143,/Volumes/New Volume/malware-detection-dataset/benign/receiver.exe,./data/benign/37b36D4C72E8F8ea.png,109790,0
7144,/Volumes/New Volume/malware-detection-dataset/benign/roomadjustmentapp.exe,./data/benign/FACFae08A5148dAE.png,9879,0
7145,/Volumes/New Volume/malware-detection-dataset/benign/pcaui.exe,./data/benign/dd0C0575182e3AAD.png,1110,0
7146,/Volumes/New Volume/malware-detection-dataset/benign/pcalua.exe,./data/benign/dA1FFcAFbf81301b.png,698,0
7147,/Volumes/New Volume/malware-detection-dataset/benign/credentialuibroker.exe,./data/benign/CBdac5d8CDc9BCc6.png,6380,0
7148,/Volumes/New Volume/malware-detection-dataset/benign/remoteapplifetimemanager.exe,./data/benign/cdF2A11fc17d1cD5.png,2207,0
7149,/Volumes/New Volume/malware-detection-dataset/benign/microsoft.asynctextservice.exe,./data/benign/29B7fddF2eAA82dB.png,188,0
7150,/Volumes/New Volume/malware-detection-dataset/benign/assignedaccesslockapp.exe,./data/benign/fd34cd463Ad0Dc73.png,22922,0
7151,/Volumes/New Volume/malware-detection-dataset/benign/holocameraapp.exe,./data/benign/C6c8dE1c2E474E70.png,18742,0
7152,/Volumes/New Volume/malware-detection-dataset/benign/whatsnewapp.exe,./data/benign/ACbEcE4EAF0d5dA4.png,257,0
7153,/Volumes/New Volume/malware-detection-dataset/benign/holoitemplayerapp.exe,./data/benign/8ADA756298595d56.png,17399,0
7154,/Volumes/New Volume/malware-detection-dataset/benign/appvdllsurrogate.exe,./data/benign/118b88AbF25F9c8a.png,4695,0
7155,/Volumes/New Volume/malware-detection-dataset/benign/systemuwplauncher.exe,./data/benign/D7bd6a7C9aB13AF3.png,3036,0
7156,/Volumes/New Volume/malware-detection-dataset/benign/eoaexperiences.exe,./data/benign/998EBee9fB5cAc52.png,5151,0
7157,/Volumes/New Volume/malware-detection-dataset/benign/appvnice.exe,./data/benign/005A7FF2bEEE9FBA.png,4557,0
7158,/Volumes/New Volume/malware-detection-dataset/benign/appvshnotify.exe,./data/benign/67Febf4ed51E3fE1.png,5501,0
7159,/Volumes/New Volume/malware-detection-dataset/benign/appvstreamingux.exe,./data/benign/0eaBa2AdeD4740a2.png,2750,0
7160,/Volumes/New Volume/malware-detection-dataset/benign/scriptrunner.exe,./data/benign/bac7fd0C16e91aBd.png,3050,0
7161,/Volumes/New Volume/malware-detection-dataset/benign/syncappvpublishingserver.exe,./data/benign/11Ce21DeC1Ddb29c.png,2869,0
7162,/Volumes/New Volume/malware-detection-dataset/benign/desktoplearningapp.exe,./data/benign/e3BaFEB8cA0bB7eC.png,13951,0
7163,/Volumes/New Volume/malware-detection-dataset/benign/aitstatic.exe,./data/benign/EB9feEb08F3baEaE.png,15819,0
7164,/Volumes/New Volume/malware-detection-dataset/benign/accountscontrolhost.exe,./data/benign/7c0194FE0c0164BA.png,100627,0
7165,/Volumes/New Volume/malware-detection-dataset/benign/appvclient.exe,./data/benign/1D41D6FdefDfD8C3.png,23265,0
7166,/Volumes/New Volume/malware-detection-dataset/benign/addsuggestedfolderstolibrarydialog.exe,./data/benign/3CdCdB7caC2b34eE.png,1919,0
7167,/Volumes/New Volume/malware-detection-dataset/benign/agentactivationruntimestarter.exe,./data/benign/0e84Be64e135d45e.png,189,0
7168,/Volumes/New Volume/malware-detection-dataset/benign/psr.exe,./data/benign/b254CEcDbC4D5ebB.png,194048,0
7169,/Volumes/New Volume/malware-detection-dataset/benign/lockscreencontentserver.exe,./data/benign/5a4C69dEa144Ef25.png,4021,0
7170,/Volumes/New Volume/malware-detection-dataset/benign/bytecodegenerator.exe,./data/benign/46fC2a5FB0Be4D64.png,2531,0
7171,/Volumes/New Volume/malware-detection-dataset/benign/launchtm.exe,./data/benign/7Cc58BE0fb1999d9.png,237,0
7172,/Volumes/New Volume/malware-detection-dataset/benign/alg.exe,./data/benign/FDC0af4E3dCf27A6.png,4008,0
7173,/Volumes/New Volume/malware-detection-dataset/benign/facefoduninstaller.exe,./data/benign/8074f3DeFa33fa04.png,29075,0
7174,/Volumes/New Volume/malware-detection-dataset/benign/taskmgr.exe,./data/benign/00EBCFaD171Bb5e1.png,16883,0
7175,/Volumes/New Volume/malware-detection-dataset/benign/appidcertstorecheck.exe,./data/benign/48EeAB25B0Fe3cA4.png,1928,0
7176,/Volumes/New Volume/malware-detection-dataset/benign/appidtel.exe,./data/benign/1dbeeD164d3EFb3e.png,240,0
7177,/Volumes/New Volume/malware-detection-dataset/benign/appidpolicyconverter.exe,./data/benign/a28e6CC9E90cB96c.png,2388,0
7178,/Volumes/New Volume/malware-detection-dataset/benign/microsoft.uev.cscunpintool.exe,./data/benign/FC264eF28deF14EF.png,5564,0
7179,/Volumes/New Volume/malware-detection-dataset/benign/mavinject.exe,./data/benign/Cc10bE3E7a1E9465.png,4747,0
7180,/Volumes/New Volume/malware-detection-dataset/benign/applysettingstemplatecatalog.exe,./data/benign/A9Cb96eb3e18929b.png,61408,0
7181,/Volumes/New Volume/malware-detection-dataset/benign/chxsmartscreen.exe,./data/benign/dC9BA7CDCC1BbB99.png,2584,0
7182,/Volumes/New Volume/malware-detection-dataset/benign/appresolverux.exe,./data/benign/89f49D9FE4f2199d.png,2916,0
7183,/Volumes/New Volume/malware-detection-dataset/benign/atbroker.exe,./data/benign/4dd67ab7B2D8c48A.png,1464,0
7184,/Volumes/New Volume/malware-detection-dataset/benign/assignedaccessguard.exe,./data/benign/E9d31cB38D77b41d.png,43940,0
7185,/Volumes/New Volume/malware-detection-dataset/benign/audiodg.exe,./data/benign/9cB035eB7dE60D4e.png,48339,0
7186,/Volumes/New Volume/malware-detection-dataset/benign/sndvol.exe,./data/benign/Ecc5ec4d56fA51F9.png,5417,0
7187,/Volumes/New Volume/malware-detection-dataset/benign/spatialaudiolicensesrv.exe,./data/benign/370EBC9ecde19Bba.png,3356,0
7188,/Volumes/New Volume/malware-detection-dataset/benign/autochk.exe,./data/benign/CCDD7d2DCECf239F.png,13051,0
7189,/Volumes/New Volume/malware-detection-dataset/benign/autofmt.exe,./data/benign/dd8Cc8ACFabfA3dd.png,10752,0
7190,/Volumes/New Volume/malware-detection-dataset/benign/axinstui.exe,./data/benign/aDE612DfEd634Fe8.png,375,0
7191,/Volumes/New Volume/malware-detection-dataset/benign/backgroundtaskhost.exe,./data/benign/1f5c62C5ef2ECDfA.png,2565,0
7192,/Volumes/New Volume/malware-detection-dataset/benign/bioenrollmenthost.exe,./data/benign/aC4f0B276Fad520F.png,11687,0
7193,/Volumes/New Volume/malware-detection-dataset/benign/bcdboot.exe,./data/benign/097aff8E3b2E0Be7.png,4379,0
7194,/Volumes/New Volume/malware-detection-dataset/benign/wbadmin.exe,./data/benign/DC9e0ae8859cB06f.png,1953,0
7195,/Volumes/New Volume/malware-detection-dataset/benign/bcdedit.exe,./data/benign/6A134aBC6aFbFA0D.png,6934,0
7196,/Volumes/New Volume/malware-detection-dataset/benign/wbengine.exe,./data/benign/eA9C3a9F6366db4F.png,17930,0
7197,/Volumes/New Volume/malware-detection-dataset/benign/windowssandbox.exe,./data/benign/B5811dBDAC55d1eC.png,5533,0
7198,/Volumes/New Volume/malware-detection-dataset/benign/bootim.exe,./data/benign/66D0aa5ceBB1eDf1.png,239,0
7199,/Volumes/New Volume/malware-detection-dataset/benign/windowssandboxclient.exe,./data/benign/5f0fC6EaCC6FED18.png,6426,0
7200,/Volumes/New Volume/malware-detection-dataset/benign/credentialenrollmentmanager.exe,./data/benign/8928eb28C1EcdC96.png,21080,0
7201,/Volumes/New Volume/malware-detection-dataset/benign/creddialoghost.exe,./data/benign/a0b3e2cFca95E9fb.png,2533,0
7202,/Volumes/New Volume/malware-detection-dataset/benign/callingshellapp.exe,./data/benign/b9dcD89bb3a1e701.png,3960,0
7203,/Volumes/New Volume/malware-detection-dataset/benign/comppkgsrv.exe,./data/benign/77fEaAbeEAE80dCe.png,8658,0
7204,/Volumes/New Volume/malware-detection-dataset/benign/deployutil.exe,./data/benign/15ABF16FEfc0c453.png,1401,0
7205,/Volumes/New Volume/malware-detection-dataset/benign/cidiag.exe,./data/benign/f9d8c5FF62F3a99d.png,2258,0
7206,/Volumes/New Volume/malware-detection-dataset/benign/castsrv.exe,./data/benign/9EA14D25076952de.png,4617,0
7207,/Volumes/New Volume/malware-detection-dataset/benign/capturepicker.exe,./data/benign/ACbF273BCb391eaf.png,10818,0
7208,/Volumes/New Volume/malware-detection-dataset/benign/certreq.exe,./data/benign/E4ebFdA8f82b7a30.png,5987,0
7209,/Volumes/New Volume/malware-detection-dataset/benign/certutil.exe,./data/benign/Fb70EBDA3F87b7cC.png,8031,0
7210,/Volumes/New Volume/malware-detection-dataset/benign/runtimebroker.exe,./data/benign/80B0E38FCc1eC5CB.png,6332,0
7211,/Volumes/New Volume/malware-detection-dataset/benign/dllhost.exe,./data/benign/2B0f4585CBB7E12A.png,2886,0
7212,/Volumes/New Volume/malware-detection-dataset/benign/cloudnotifications.exe,./data/benign/DeaecA5fbCCAD00A.png,3477,0
7213,/Volumes/New Volume/malware-detection-dataset/benign/cmd.exe,./data/benign/4Ee153B0EE22ad52.png,1115,0
7214,/Volumes/New Volume/malware-detection-dataset/benign/compattelrunner.exe,./data/benign/A6C66320c1E5bB14.png,32282,0
7215,/Volumes/New Volume/malware-detection-dataset/benign/cttunesvr.exe,./data/benign/A8C09eDEf6AaBDb1.png,700,0
7216,/Volumes/New Volume/malware-detection-dataset/benign/cmimageworker.exe,./data/benign/ea57C9FBADFAD9D1.png,2536,0
7217,/Volumes/New Volume/malware-detection-dataset/benign/autoconv.exe,./data/benign/499fB06d1CDCC8e8.png,10821,0
7218,/Volumes/New Volume/malware-detection-dataset/benign/cmproxyd.exe,./data/benign/056Ff29DA9E67FF9.png,721,0
7219,/Volumes/New Volume/malware-detection-dataset/benign/netdom.exe,./data/benign/2CE4Cf8eAAf7D7f5.png,2594,0
7220,/Volumes/New Volume/malware-detection-dataset/benign/imebroker.exe,./data/benign/Aa63976F59d1b9b2.png,17140,0
7221,/Volumes/New Volume/malware-detection-dataset/benign/wpr.exe,./data/benign/DcD45B46c519e076.png,9455,0
7222,/Volumes/New Volume/malware-detection-dataset/benign/control.exe,./data/benign/5847eD06aD471291.png,1850,0
7223,/Volumes/New Volume/malware-detection-dataset/benign/ccg.exe,./data/benign/B2d5769755A1Feb8.png,8414,0
7224,/Volumes/New Volume/malware-detection-dataset/benign/csrss.exe,./data/benign/11fa03bBfBc922ab.png,2813,0
7225,/Volumes/New Volume/malware-detection-dataset/benign/cmdiag.exe,./data/benign/Ba7D12dEeCdeAbAa.png,4764,0
7226,/Volumes/New Volume/malware-detection-dataset/benign/dmcertinst.exe,./data/benign/A1b642f355c2C6E8.png,9723,0
7227,/Volumes/New Volume/malware-detection-dataset/benign/coredpussvr.exe,./data/benign/23B607433C334d7a.png,1144,0
7228,/Volumes/New Volume/malware-detection-dataset/benign/chtime.exe,./data/benign/2aD0Ee42c1Faa32a.png,7174,0
7229,/Volumes/New Volume/malware-detection-dataset/benign/omadmclient.exe,./data/benign/D436cBc52bEc25Db.png,41767,0
7230,/Volumes/New Volume/malware-detection-dataset/benign/dmomacpmo.exe,./data/benign/2E8Fde76ACAE1edb.png,1325,0
7231,/Volumes/New Volume/malware-detection-dataset/benign/imjpuexc.exe,./data/benign/a756f08C3A2E89A3.png,2024,0
7232,/Volumes/New Volume/malware-detection-dataset/benign/diagnosticshub.standardcollector.service.exe,./data/benign/1CC4EFE03a2ed48F.png,20050,0
7233,/Volumes/New Volume/malware-detection-dataset/benign/chsime.exe,./data/benign/2AAcb105EBBAa97B.png,8126,0
7234,/Volumes/New Volume/malware-detection-dataset/benign/imesearch.exe,./data/benign/cdA2Dc2632AF22F0.png,1376,0
7235,/Volumes/New Volume/malware-detection-dataset/benign/dism.exe,./data/benign/bA806B4DaE4EA5AA.png,7572,0
7236,/Volumes/New Volume/malware-detection-dataset/benign/wdsclient.exe,./data/benign/9fbFbFc7b1CDa67e.png,3319,0
7237,/Volumes/New Volume/malware-detection-dataset/benign/devicesflowhost.exe,./data/benign/2Fdf6350CAFDD177.png,203,0
7238,/Volumes/New Volume/malware-detection-dataset/benign/wdsmcast.exe,./data/benign/3A8B84586Bc0Ad15.png,12344,0
7239,/Volumes/New Volume/malware-detection-dataset/benign/wudfcompanionhost.exe,./data/benign/dfe527eA97dDcdA5.png,4253,0
7240,/Volumes/New Volume/malware-detection-dataset/benign/wudfhost.exe,./data/benign/8dF18Ee13140761E.png,745,0
7241,/Volumes/New Volume/malware-detection-dataset/benign/wdscapture.exe,./data/benign/e7B9daA0fDE96817.png,5446,0
7242,/Volumes/New Volume/malware-detection-dataset/benign/dwm.exe,./data/benign/7EE232A5E27bF950.png,1984,0
7243,/Volumes/New Volume/malware-detection-dataset/benign/dismhost.exe,./data/benign/36CF30e97c1EDCBE.png,3576,0
7244,/Volumes/New Volume/malware-detection-dataset/benign/omadmprc.exe,./data/benign/AeBACd79bbFaA84D.png,8145,0
7245,/Volumes/New Volume/malware-detection-dataset/benign/dmnotificationbroker.exe,./data/benign/cABFcB907c4F01ca.png,935,0
7246,/Volumes/New Volume/malware-detection-dataset/benign/imecfmui.exe,./data/benign/d617cFe840bC7E42.png,1533,0
7247,/Volumes/New Volume/malware-detection-dataset/benign/adamsync.exe,./data/benign/9Dd3ec4De7d4fD80.png,7781,0
7248,/Volumes/New Volume/malware-detection-dataset/benign/ntdsutil.exe,./data/benign/2e05eC6db4f21aEE.png,21401,0
7249,/Volumes/New Volume/malware-detection-dataset/benign/adaminstall.exe,./data/benign/8441a20700aeFEa9.png,3032,0
7250,/Volumes/New Volume/malware-detection-dataset/benign/dxgiadaptercache.exe,./data/benign/c8b0aF8b4a74d8b6.png,5181,0
7251,/Volumes/New Volume/malware-detection-dataset/benign/camerabarcodescannerpreview.exe,./data/benign/876bba80fC8d9dbA.png,17723,0
7252,/Volumes/New Volume/malware-detection-dataset/benign/adamuninstall.exe,./data/benign/EeFC29Fc55Eba2C5.png,15336,0
7253,/Volumes/New Volume/malware-detection-dataset/benign/dataexchangehost.exe,./data/benign/Bc1a365574B446ba.png,13951,0
7254,/Volumes/New Volume/malware-detection-dataset/benign/defrag.exe,./data/benign/df1985B68f335C0a.png,1132,0
7255,/Volumes/New Volume/malware-detection-dataset/benign/dfrgui.exe,./data/benign/AA05B5AEB26CaeF9.png,972,0
7256,/Volumes/New Volume/malware-detection-dataset/benign/desktopview.exe,./data/benign/9A71DE4f1fae6CF3.png,24221,0
7257,/Volumes/New Volume/malware-detection-dataset/benign/vsgraphicsdesktopengine.exe,./data/benign/FD4D97c75d756BfF.png,3422488,0
7258,/Volumes/New Volume/malware-detection-dataset/benign/setupugc.exe,./data/benign/BFB1df6Ce56D4B1C.png,2209,0
7259,/Volumes/New Volume/malware-detection-dataset/benign/dfsrdiag.exe,./data/benign/aB15fd23227B3cdc.png,52365,0
7260,/Volumes/New Volume/malware-detection-dataset/benign/dxcap.exe,./data/benign/eEbe8C368Df7FCf0.png,4367,0
7261,/Volumes/New Volume/malware-detection-dataset/benign/bmrui.exe,./data/benign/C70Fb98CeabFaABd.png,546,0
7262,/Volumes/New Volume/malware-detection-dataset/benign/vsgraphicsremoteengine.exe,./data/benign/831dAcc35ff791Fa.png,2546960,0
7263,/Volumes/New Volume/malware-detection-dataset/benign/displayswitch.exe,./data/benign/a6b7F015BdbB7726.png,6014,0
7264,/Volumes/New Volume/malware-detection-dataset/benign/disksnapshot.exe,./data/benign/0493EF67cfeE8beC.png,1707,0
7265,/Volumes/New Volume/malware-detection-dataset/benign/mdeserver.exe,./data/benign/fFB936f6eEF1A8Dc.png,2492,0
7266,/Volumes/New Volume/malware-detection-dataset/benign/dnscacheugc.exe,./data/benign/F9de6946c52Bedf0.png,546,0
7267,/Volumes/New Volume/malware-detection-dataset/benign/diskpart.exe,./data/benign/2B812AF4B5d3d0C7.png,1777,0
7268,/Volumes/New Volume/malware-detection-dataset/benign/dxpserver.exe,./data/benign/Fe4EdAfb32a008C6.png,2852,0
7269,/Volumes/New Volume/malware-detection-dataset/benign/mdmdiagnosticstool.exe,./data/benign/4eeDFAE69ffDc44d.png,3363,0
7270,/Volumes/New Volume/malware-detection-dataset/benign/dnscmd.exe,./data/benign/0DcB24f8Bf87D803.png,6845,0
7271,/Volumes/New Volume/malware-detection-dataset/benign/dwwin.exe,./data/benign/9ED2c8B56444CfB6.png,2672,0
7272,/Volumes/New Volume/malware-detection-dataset/benign/uwfux.exe,./data/benign/2a7D3c5B235C8a01.png,4667,0
7273,/Volumes/New Volume/malware-detection-dataset/benign/workfolders.exe,./data/benign/3FAeaa0dbb334DEB.png,739,0
7274,/Volumes/New Volume/malware-detection-dataset/benign/microsoft.ecapp.exe,./data/benign/aFcfc2AFeab291B5.png,70675,0
7275,/Volumes/New Volume/malware-detection-dataset/benign/edpnotify.exe,./data/benign/bEcCB8Ec4bF1CdfF.png,855,0
7276,/Volumes/New Volume/malware-detection-dataset/benign/rekeywiz.exe,./data/benign/ca20A2DFa35fBDe4.png,392,0
7277,/Volumes/New Volume/malware-detection-dataset/benign/eshell.exe,./data/benign/5886f9bd931963cf.png,11773,0
7278,/Volumes/New Volume/malware-detection-dataset/benign/bootexpcfg.exe,./data/benign/71bF3dEEeaA932C5.png,639,0
7279,/Volumes/New Volume/malware-detection-dataset/benign/werfault.exe,./data/benign/C8AACFf6F7dEaA50.png,13222,0
7280,/Volumes/New Volume/malware-detection-dataset/benign/wecutil.exe,./data/benign/C0eB25EbABF202EF.png,245,0
7281,/Volumes/New Volume/malware-detection-dataset/benign/shelllauncherconfig.exe,./data/benign/6DCBA79Bb4B69956.png,6121,0
7282,/Volumes/New Volume/malware-detection-dataset/benign/werfaultsecure.exe,./data/benign/79db087CB1cA5a6A.png,5708,0
7283,/Volumes/New Volume/malware-detection-dataset/benign/wevtutil.exe,./data/benign/D2C0Be206A46Bef6.png,471,0
7284,/Volumes/New Volume/malware-detection-dataset/benign/fxscover.exe,./data/benign/DA03280f70bAd2bF.png,5592,0
7285,/Volumes/New Volume/malware-detection-dataset/benign/wfs.exe,./data/benign/bA6d47FD1a7622c3.png,16239,0
7286,/Volumes/New Volume/malware-detection-dataset/benign/dmclient.exe,./data/benign/Bd3D80Be08E7B3DC.png,7758,0
7287,/Volumes/New Volume/malware-detection-dataset/benign/wpctok.exe,./data/benign/72Ea82317ABdb7Cc.png,10408,0
7288,/Volumes/New Volume/malware-detection-dataset/benign/fxssvc.exe,./data/benign/ddb67CC71fA03bD8.png,12036,0
7289,/Volumes/New Volume/malware-detection-dataset/benign/fxsunatd.exe,./data/benign/4B1A3cdeeFCeb59d.png,549,0
7290,/Volumes/New Volume/malware-detection-dataset/benign/fileexplorer.exe,./data/benign/1d69a4899aCE72ae.png,850523,0
7291,/Volumes/New Volume/malware-detection-dataset/benign/filehistory.exe,./data/benign/5Ff6fcAEb3f4fc87.png,1230,0
7292,/Volumes/New Volume/malware-detection-dataset/benign/fhmanagew.exe,./data/benign/a399a2CeFCEb2eC8.png,622,0
7293,/Volumes/New Volume/malware-detection-dataset/benign/windowsactiondialog.exe,./data/benign/b1f0c1abeCC945DB.png,1579,0
7294,/Volumes/New Volume/malware-detection-dataset/benign/filepicker.exe,./data/benign/4dae4e0EFab32df7.png,49806,0
7295,/Volumes/New Volume/malware-detection-dataset/benign/fltmc.exe,./data/benign/59D53C9ee4a1C2c9.png,174,0
7296,/Volumes/New Volume/malware-detection-dataset/benign/gpresult.exe,./data/benign/3cE98Abe2E7CA4e6.png,355,0
7297,/Volumes/New Volume/malware-detection-dataset/benign/gpupdate.exe,./data/benign/917E4bA449aBe203.png,977,0
7298,/Volumes/New Volume/malware-detection-dataset/benign/fontdrvhost.exe,./data/benign/f4aEff2f4Abf7fC1.png,35773,0
7299,/Volumes/New Volume/malware-detection-dataset/benign/gpscript.exe,./data/benign/69de54eA6fA59fb0.png,1062,0
7300,/Volumes/New Volume/malware-detection-dataset/benign/nmbind.exe,./data/benign/c0A0Fc3CA05Ab61C.png,3529,0
7301,/Volumes/New Volume/malware-detection-dataset/benign/nmscrub.exe,./data/benign/E92eBAd701b20CB6.png,5025,0
7302,/Volumes/New Volume/malware-detection-dataset/benign/holoshellapp.exe,./data/benign/0f9d4136fEDdB2A7.png,5809,0
7303,/Volumes/New Volume/malware-detection-dataset/benign/hvsiproxyapp.exe,./data/benign/aC74a0e3f819cEEA.png,43460,0
7304,/Volumes/New Volume/malware-detection-dataset/benign/hvsimgr.exe,./data/benign/cC329Ef8C399D9aB.png,49385,0
